algorithm,mu,lambda_,cxpb,mutpb,repair_pct,mate_indpb,mutate_mu,mutate_sigma,mutate_indpb,assignments,constraints,relation_constraints,resource_constraints,date_constraints,original_penalty,original_makespan,solution_penalty,solution_makespan,phi1,phi2,smin,smax,weight,mut_std,mut_indpb,mut_prob,temp,alpha
SimulatedAnnealing,47.0,,,,0.1,,,,,100,112,100,12,0,0,280,0.0,382,,,,,,0.62,,1.0,47.98,0.88
SimulatedAnnealing,23.0,,,,0.35,,,,,100,112,100,12,0,0,280,0.0,402,,,,,,1.7,,0.61,152.4,0.83
MuPlusLambda,51.0,96.0,0.46,0.54,0.47,0.87,0.0,0.23,0.57,100,112,100,12,0,0,280,0.0,283,,,,,,,,,,
StochasticHillClimb,31.0,,,,0.82,,,,,100,112,100,12,0,0,280,0.0,272,,,,,,1.96,,0.43,,
ParticleSwarm,153.0,,,,0.77,,,,,100,112,100,12,0,0,280,0.0,262,0.98,6.86,-0.97,0.97,0.66,,,,,
StochasticHillClimb,8.0,,,,0.12,,,,,100,112,100,12,0,0,280,0.0,270,,,,,,1.81,,0.49,,
PlantPropagation,98.0,207.0,,,0.8,,,,,100,112,100,12,0,0,280,0.0,367,,,,,,0.56,0.23,,,
SimulatedAnnealing,39.0,,,,0.51,,,,,100,112,100,12,0,0,280,0.0,369,,,,,,1.22,,0.7,109.16,0.94
PlantPropagation,48.0,256.0,,,0.39,,,,,100,112,100,12,0,0,280,0.0,315,,,,,,0.45,0.74,,,
ParticleSwarm,289.0,,,,0.49,,,,,100,112,100,12,0,0,280,0.0,221,9.37,8.46,-1.82,1.82,0.21,,,,,
MuPlusLambda,147.0,61.0,0.16,0.84,0.89,0.51,0.0,1.3,0.2,100,112,100,12,0,0,280,0.0,244,,,,,,,,,,
PlantPropagation,139.0,200.0,,,0.43,,,,,100,112,100,12,0,0,280,0.0,391,,,,,,0.33,0.69,,,
PlantPropagation,271.0,281.0,,,0.7,,,,,100,112,100,12,0,0,280,0.0,329,,,,,,1.2,0.95,,,
StochasticHillClimb,15.0,,,,0.75,,,,,100,112,100,12,0,0,280,11.0,414,,,,,,0.43,,0.93,,
PlantPropagation,245.0,197.0,,,0.54,,,,,100,112,100,12,0,0,280,0.0,340,,,,,,0.85,0.09,,,
StochasticHillClimb,39.0,,,,0.2,,,,,100,112,100,12,0,0,280,0.0,320,,,,,,1.33,,0.43,,
ParticleSwarm,198.0,,,,0.59,,,,,100,112,100,12,0,0,280,0.0,215,7.52,7.29,-1.22,1.22,0.69,,,,,
PlantPropagation,134.0,165.0,,,0.8,,,,,100,111,99,12,0,0,249,0.0,301,,,,,,1.23,0.4,,,
PlantPropagation,43.0,40.0,,,0.33,,,,,100,111,99,12,0,0,249,0.0,300,,,,,,1.35,0.78,,,
StochasticHillClimb,23.0,,,,0.79,,,,,100,111,99,12,0,0,249,0.0,312,,,,,,0.53,,0.18,,
PlantPropagation,12.0,201.0,,,0.82,,,,,100,111,99,12,0,0,249,0.0,299,,,,,,1.15,0.56,,,
MuPlusLambda,98.0,179.0,0.29,0.71,0.78,0.8,0.0,0.24,0.71,100,111,99,12,0,0,249,0.0,270,,,,,,,,,,
SimulatedAnnealing,31.0,,,,0.85,,,,,100,111,99,12,0,0,249,0.0,306,,,,,,1.29,,0.11,73.34,0.97
PlantPropagation,15.0,160.0,,,0.96,,,,,100,111,99,12,0,0,249,0.0,336,,,,,,1.98,0.46,,,
PlantPropagation,60.0,237.0,,,0.01,,,,,100,111,99,12,0,0,249,123.0,340,,,,,,1.78,0.63,,,
MuPlusLambda,105.0,14.0,0.94,0.06000000000000005,0.47,0.68,0.0,1.92,0.17,100,111,99,12,0,0,249,0.0,254,,,,,,,,,,
MuPlusLambda,284.0,15.0,0.63,0.37,0.45,0.43,0.0,1.0,0.24,100,111,99,12,0,0,249,0.0,233,,,,,,,,,,
PlantPropagation,178.0,33.0,,,0.14,,,,,100,111,99,12,0,0,249,20.0,301,,,,,,0.59,0.43,,,
StochasticHillClimb,14.0,,,,0.99,,,,,100,111,99,12,0,0,249,0.0,246,,,,,,1.08,,0.31,,
ParticleSwarm,147.0,,,,0.27,,,,,100,111,99,12,0,0,249,0.0,200,6.61,4.37,-0.77,0.77,0.99,,,,,
MuPlusLambda,280.0,104.0,0.5,0.5,0.57,0.03,0.0,1.64,0.77,100,111,99,12,0,0,249,0.0,232,,,,,,,,,,
PlantPropagation,234.0,41.0,,,0.48,,,,,100,111,99,12,0,0,249,4.0,339,,,,,,0.32,0.72,,,
SimulatedAnnealing,34.0,,,,0.57,,,,,100,111,99,12,0,0,249,0.0,313,,,,,,0.99,,0.03,118.42,0.88
MuPlusLambda,79.0,243.0,0.68,0.31999999999999995,0.26,0.67,0.0,1.89,0.96,100,111,99,12,0,0,249,0.0,220,,,,,,,,,,
StochasticHillClimb,10.0,,,,0.54,,,,,100,111,99,12,0,0,249,0.0,237,,,,,,1.66,,0.56,,
StochasticHillClimb,36.0,,,,0.76,,,,,100,111,99,12,0,0,249,0.0,244,,,,,,0.56,,0.4,,
StochasticHillClimb,46.0,,,,0.34,,,,,100,111,99,12,0,0,249,0.0,258,,,,,,1.09,,0.08,,
StochasticHillClimb,36.0,,,,0.44,,,,,100,111,99,12,0,0,249,11.0,396,,,,,,0.35,,0.77,,
PlantPropagation,25.0,205.0,,,0.84,,,,,100,111,99,12,0,0,249,0.0,322,,,,,,0.76,0.43,,,
PlantPropagation,145.0,229.0,,,0.71,,,,,100,111,99,12,0,0,249,0.0,305,,,,,,1.91,0.48,,,
StochasticHillClimb,22.0,,,,0.77,,,,,100,111,99,12,0,0,249,0.0,243,,,,,,1.48,,0.99,,
MuPlusLambda,274.0,162.0,0.9,0.09999999999999998,0.3,0.18,0.0,1.19,0.4,100,111,99,12,0,0,249,0.0,229,,,,,,,,,,
MuPlusLambda,299.0,207.0,0.84,0.16000000000000003,0.5,0.82,0.0,1.14,0.43,100,111,99,12,0,0,249,0.0,234,,,,,,,,,,
PlantPropagation,50.0,178.0,,,0.17,,,,,100,111,99,12,0,0,249,1.0,325,,,,,,1.08,0.11,,,
MuPlusLambda,282.0,297.0,0.06,0.94,0.4,0.23,0.0,0.99,0.47,100,111,99,12,0,0,249,0.0,227,,,,,,,,,,
StochasticHillClimb,29.0,,,,0.43,,,,,100,111,99,12,0,0,249,0.0,273,,,,,,0.92,,0.02,,
ParticleSwarm,266.0,,,,0.96,,,,,100,111,99,12,0,0,249,0.0,260,5.4,4.42,-1.21,1.21,0.11,,,,,
MuPlusLambda,83.0,67.0,0.93,0.06999999999999995,0.58,0.14,0.0,1.66,0.62,100,111,99,12,0,0,249,0.0,232,,,,,,,,,,
SimulatedAnnealing,41.0,,,,0.53,,,,,100,111,99,12,0,0,249,0.0,327,,,,,,0.89,,0.62,198.19,0.87
SimulatedAnnealing,9.0,,,,0.4,,,,,100,111,99,12,0,0,249,40.0,403,,,,,,0.44,,0.16,113.12,0.95
PlantPropagation,126.0,262.0,,,0.64,,,,,100,111,99,12,0,0,249,0.0,298,,,,,,1.29,0.82,,,
MuPlusLambda,42.0,71.0,0.87,0.13,0.04,0.42,0.0,0.26,0.67,100,111,99,12,0,0,249,0.0,201,,,,,,,,,,
SimulatedAnnealing,25.0,,,,0.91,,,,,100,111,99,12,0,0,249,0.0,311,,,,,,0.59,,0.97,19.99,0.89
ParticleSwarm,102.0,,,,0.93,,,,,100,111,99,12,0,0,249,0.0,219,0.72,5.64,-1.66,1.66,0.24,,,,,
StochasticHillClimb,40.0,,,,0.97,,,,,100,111,99,12,0,0,249,0.0,420,,,,,,0.31,,0.13,,
StochasticHillClimb,43.0,,,,0.82,,,,,100,111,99,12,0,0,249,0.0,537,,,,,,0.14,,0.21,,
MuPlusLambda,195.0,43.0,0.32,0.6799999999999999,0.36,0.79,0.0,1.65,0.87,100,111,99,12,0,0,249,0.0,236,,,,,,,,,,
SimulatedAnnealing,15.0,,,,0.11,,,,,100,111,99,12,0,0,249,0.0,364,,,,,,0.14,,0.29,159.8,0.91
ParticleSwarm,111.0,,,,0.3,,,,,100,111,99,12,0,0,249,0.0,275,2.04,1.94,-0.74,0.74,0.3,,,,,
PlantPropagation,113.0,59.0,,,0.05,,,,,100,111,99,12,0,0,249,102.0,271,,,,,,0.62,0.26,,,
StochasticHillClimb,50.0,,,,0.98,,,,,100,111,99,12,0,0,249,0.0,245,,,,,,1.27,,0.3,,
SimulatedAnnealing,42.0,,,,0.2,,,,,100,111,99,12,0,0,249,0.0,439,,,,,,1.65,,0.83,127.92,0.9
MuPlusLambda,199.0,260.0,0.88,0.12,0.05,0.06,0.0,0.27,0.44,100,111,99,12,0,0,249,0.0,215,,,,,,,,,,
StochasticHillClimb,47.0,,,,0.03,,,,,100,111,99,12,0,0,249,0.0,357,,,,,,1.5,,0.63,,
SimulatedAnnealing,15.0,,,,0.04,,,,,100,111,99,12,0,0,249,0.0,844,,,,,,1.71,,0.87,152.81,0.95
MuPlusLambda,235.0,149.0,0.6,0.4,0.11,0.86,0.0,1.02,0.32,100,111,99,12,0,0,249,0.0,209,,,,,,,,,,
PlantPropagation,256.0,231.0,,,0.64,,,,,100,111,99,12,0,0,249,0.0,293,,,,,,1.2,0.58,,,
SimulatedAnnealing,17.0,,,,0.11,,,,,100,111,99,12,0,0,249,0.0,437,,,,,,0.95,,0.8,37.97,0.97
PlantPropagation,170.0,225.0,,,0.03,,,,,100,111,99,12,0,0,249,239.0,276,,,,,,0.71,0.36,,,
MuPlusLambda,214.0,209.0,0.53,0.47,0.7,0.39,0.0,1.89,0.91,100,111,99,12,0,0,249,0.0,233,,,,,,,,,,
SimulatedAnnealing,50.0,,,,0.32,,,,,100,111,99,12,0,0,249,0.0,351,,,,,,0.89,,0.96,92.73,0.86
StochasticHillClimb,7.0,,,,0.24,,,,,100,111,99,12,0,0,249,0.0,207,,,,,,1.8,,0.27,,
MuPlusLambda,114.0,235.0,0.03,0.97,0.57,0.05,0.0,1.03,0.18,100,111,99,12,0,0,249,0.0,242,,,,,,,,,,
StochasticHillClimb,22.0,,,,0.68,,,,,100,111,99,12,0,0,249,0.0,229,,,,,,1.36,,0.26,,
ParticleSwarm,122.0,,,,0.85,,,,,100,111,99,12,0,0,249,0.0,380,6.18,8.61,-0.29,0.29,0.7,,,,,
StochasticHillClimb,4.0,,,,0.95,,,,,100,111,99,12,0,0,249,0.0,195,,,,,,1.44,,0.45,,
MuPlusLambda,141.0,195.0,0.9,0.09999999999999998,0.16,0.12,0.0,1.84,0.14,100,111,99,12,0,0,249,0.0,219,,,,,,,,,,
PlantPropagation,59.0,167.0,,,0.78,,,,,100,111,99,12,0,0,249,0.0,308,,,,,,0.93,0.32,,,
SimulatedAnnealing,23.0,,,,0.22,,,,,100,111,99,12,0,0,249,0.0,311,,,,,,1.39,,0.34,80.07,0.86
StochasticHillClimb,44.0,,,,0.19,,,,,100,111,99,12,0,0,249,0.0,272,,,,,,0.85,,0.68,,
SimulatedAnnealing,49.0,,,,0.49,,,,,100,111,99,12,0,0,249,2.0,428,,,,,,0.22,,0.38,174.61,0.93
ParticleSwarm,245.0,,,,0.31,,,,,100,111,99,12,0,0,249,0.0,180,2.08,2.43,-1.63,1.63,0.48,,,,,
MuPlusLambda,190.0,232.0,0.91,0.08999999999999997,0.17,0.96,0.0,0.4,0.3,100,111,99,12,0,0,249,0.0,227,,,,,,,,,,
PlantPropagation,56.0,15.0,,,0.96,,,,,100,111,99,12,0,0,249,0.0,392,,,,,,0.82,0.03,,,
MuPlusLambda,36.0,160.0,0.04,0.96,0.39,0.89,0.0,0.11,0.56,100,111,99,12,0,0,249,19.0,291,,,,,,,,,,
SimulatedAnnealing,43.0,,,,0.68,,,,,100,111,99,12,0,0,249,0.0,320,,,,,,1.7,,0.87,148.83,0.85
ParticleSwarm,79.0,,,,0.22,,,,,100,111,99,12,0,0,249,0.0,193,8.78,2.12,-0.84,0.84,0.75,,,,,
MuPlusLambda,83.0,201.0,0.36,0.64,0.63,0.98,0.0,0.16,0.82,100,111,99,12,0,0,249,0.0,268,,,,,,,,,,
StochasticHillClimb,1.0,,,,0.74,,,,,100,111,99,12,0,0,249,0.0,205,,,,,,1.38,,0.69,,
PlantPropagation,157.0,105.0,,,0.47,,,,,100,111,99,12,0,0,249,0.0,331,,,,,,1.84,0.63,,,
PlantPropagation,146.0,176.0,,,0.91,,,,,100,111,99,12,0,0,249,4.0,386,,,,,,0.74,0.2,,,
StochasticHillClimb,29.0,,,,0.09,,,,,100,111,99,12,0,0,249,0.0,293,,,,,,1.38,,0.55,,
MuPlusLambda,218.0,150.0,0.1,0.9,0.62,0.07,0.0,1.71,0.14,100,111,99,12,0,0,249,0.0,217,,,,,,,,,,
PlantPropagation,113.0,169.0,,,0.17,,,,,100,111,99,12,0,0,249,5.0,320,,,,,,0.38,0.5,,,
StochasticHillClimb,45.0,,,,0.37,,,,,100,111,99,12,0,0,249,0.0,250,,,,,,0.6,,0.56,,
MuPlusLambda,134.0,210.0,0.97,0.030000000000000027,0.99,0.88,0.0,0.23,0.43,100,111,99,12,0,0,249,0.0,259,,,,,,,,,,
StochasticHillClimb,27.0,,,,0.36,,,,,100,111,99,12,0,0,249,0.0,263,,,,,,1.47,,0.42,,
MuPlusLambda,238.0,118.0,0.59,0.41000000000000003,0.48,0.61,0.0,0.97,0.19,100,111,99,12,0,0,249,0.0,236,,,,,,,,,,
ParticleSwarm,65.0,,,,0.68,,,,,100,111,99,12,0,0,249,0.0,464,4.27,2.08,-0.17,0.17,0.45,,,,,
PlantPropagation,254.0,203.0,,,0.1,,,,,100,111,99,12,0,0,249,166.0,308,,,,,,0.26,0.78,,,
ParticleSwarm,71.0,,,,0.44,,,,,100,111,99,12,0,0,249,0.0,177,5.55,5.6,-1.2,1.2,0.61,,,,,
PlantPropagation,258.0,188.0,,,0.38,,,,,100,111,99,12,0,0,249,10.0,369,,,,,,0.2,0.27,,,
SimulatedAnnealing,42.0,,,,0.52,,,,,100,111,99,12,0,0,249,0.0,307,,,,,,1.95,,0.23,183.45,0.94
SimulatedAnnealing,41.0,,,,0.18,,,,,100,111,99,12,0,0,249,0.0,342,,,,,,1.06,,0.39,137.21,0.84
StochasticHillClimb,45.0,,,,0.13,,,,,100,111,99,12,0,0,249,0.0,276,,,,,,1.58,,0.4,,
MuPlusLambda,172.0,22.0,0.39,0.61,0.3,0.33,0.0,1.04,0.03,100,111,99,12,0,0,249,0.0,219,,,,,,,,,,
SimulatedAnnealing,28.0,,,,0.17,,,,,100,111,99,12,0,0,249,0.0,407,,,,,,0.3,,0.33,53.57,0.9
SimulatedAnnealing,30.0,,,,0.51,,,,,100,111,99,12,0,0,249,0.0,413,,,,,,0.42,,0.57,62.9,0.97
PlantPropagation,293.0,160.0,,,0.62,,,,,100,111,99,12,0,0,249,0.0,274,,,,,,1.54,0.66,,,
MuPlusLambda,254.0,208.0,0.99,0.010000000000000009,0.64,0.61,0.0,1.17,0.74,100,111,99,12,0,0,249,0.0,219,,,,,,,,,,
MuPlusLambda,278.0,207.0,0.58,0.42000000000000004,0.94,0.54,0.0,0.62,0.48,100,111,99,12,0,0,249,0.0,215,,,,,,,,,,
SimulatedAnnealing,29.0,,,,0.99,,,,,100,111,99,12,0,0,249,0.0,311,,,,,,1.25,,0.62,61.03,0.81
ParticleSwarm,160.0,,,,0.73,,,,,100,111,99,12,0,0,249,0.0,368,9.58,5.44,-0.26,0.26,0.41,,,,,
PlantPropagation,240.0,253.0,,,0.21,,,,,100,111,99,12,0,0,249,45.0,291,,,,,,0.96,0.16,,,
StochasticHillClimb,40.0,,,,0.32,,,,,100,111,99,12,0,0,249,0.0,302,,,,,,1.86,,0.58,,
SimulatedAnnealing,28.0,,,,0.06,,,,,100,111,99,12,0,0,249,0.0,364,,,,,,1.23,,0.14,53.63,0.97
ParticleSwarm,14.0,,,,0.59,,,,,100,111,99,12,0,0,249,0.0,159,3.21,5.46,-1.54,1.54,0.97,,,,,
PlantPropagation,263.0,84.0,,,0.89,,,,,100,111,99,12,0,0,249,0.0,275,,,,,,1.99,0.4,,,
PlantPropagation,81.0,63.0,,,0.3,,,,,100,111,99,12,0,0,249,0.0,338,,,,,,1.75,0.87,,,
PlantPropagation,116.0,91.0,,,0.73,,,,,100,111,99,12,0,0,249,15.0,306,,,,,,0.5,0.6,,,
StochasticHillClimb,19.0,,,,0.77,,,,,100,111,99,12,0,0,249,0.0,226,,,,,,0.65,,0.75,,
MuPlusLambda,84.0,233.0,0.98,0.020000000000000018,0.91,0.06,0.0,1.43,0.55,100,111,99,12,0,0,249,0.0,262,,,,,,,,,,
PlantPropagation,221.0,242.0,,,0.37,,,,,100,111,99,12,0,0,249,26.0,295,,,,,,0.16,0.72,,,
MuPlusLambda,148.0,277.0,0.79,0.20999999999999996,0.24,0.67,0.0,0.52,0.95,100,111,99,12,0,0,249,0.0,221,,,,,,,,,,
PlantPropagation,171.0,262.0,,,0.59,,,,,100,111,99,12,0,0,249,7.0,299,,,,,,0.51,0.39,,,
StochasticHillClimb,18.0,,,,0.61,,,,,100,111,99,12,0,0,249,12.0,329,,,,,,0.32,,0.11,,
MuPlusLambda,143.0,50.0,0.98,0.020000000000000018,0.23,0.36,0.0,1.66,0.53,100,111,99,12,0,0,249,0.0,223,,,,,,,,,,
MuPlusLambda,22.0,112.0,0.66,0.33999999999999997,0.23,0.85,0.0,0.53,0.03,100,111,99,12,0,0,249,0.0,249,,,,,,,,,,
PlantPropagation,275.0,64.0,,,0.81,,,,,100,111,99,12,0,0,249,0.0,270,,,,,,1.44,0.23,,,
StochasticHillClimb,48.0,,,,0.05,,,,,100,111,99,12,0,0,249,0.0,274,,,,,,1.46,,0.05,,
SimulatedAnnealing,47.0,,,,0.18,,,,,100,111,99,12,0,0,249,3.0,331,,,,,,0.32,,0.17,10.68,0.85
ParticleSwarm,297.0,,,,0.21,,,,,100,111,99,12,0,0,249,0.0,358,5.04,6.76,-0.41,0.41,1.0,,,,,
PlantPropagation,235.0,53.0,,,0.46,,,,,100,111,99,12,0,0,249,0.0,291,,,,,,1.4,0.46,,,
PlantPropagation,58.0,264.0,,,0.59,,,,,100,111,99,12,0,0,249,0.0,317,,,,,,1.75,0.99,,,
MuPlusLambda,297.0,251.0,0.58,0.42000000000000004,0.77,0.35,0.0,0.94,0.74,100,111,99,12,0,0,249,0.0,247,,,,,,,,,,
SimulatedAnnealing,7.0,,,,0.36,,,,,100,111,99,12,0,0,249,0.0,361,,,,,,0.88,,0.13,185.61,0.82
PlantPropagation,168.0,131.0,,,0.94,,,,,100,111,99,12,0,0,249,0.0,286,,,,,,1.8,0.33,,,
SimulatedAnnealing,32.0,,,,0.6,,,,,100,111,99,12,0,0,249,0.0,348,,,,,,1.94,,0.87,111.5,0.9
MuPlusLambda,123.0,224.0,0.81,0.18999999999999995,0.43,0.34,0.0,1.48,0.03,100,111,99,12,0,0,249,0.0,216,,,,,,,,,,
SimulatedAnnealing,13.0,,,,0.58,,,,,100,111,99,12,0,0,249,0.0,323,,,,,,0.82,,0.43,172.94,0.92
MuPlusLambda,49.0,176.0,0.5,0.5,0.81,0.86,0.0,1.59,0.55,100,111,99,12,0,0,249,0.0,243,,,,,,,,,,
MuPlusLambda,160.0,86.0,0.37,0.63,0.1,0.69,0.0,0.58,0.66,100,111,99,12,0,0,249,0.0,214,,,,,,,,,,
ParticleSwarm,80.0,,,,0.6,,,,,100,111,99,12,0,0,249,0.0,157,4.87,8.47,-1.97,1.97,0.36,,,,,
SimulatedAnnealing,17.0,,,,0.61,,,,,100,111,99,12,0,0,249,0.0,351,,,,,,0.74,,0.18,126.06,0.93
MuPlusLambda,212.0,89.0,0.7,0.30000000000000004,0.02,0.08,0.0,1.18,0.22,100,111,99,12,0,0,249,0.0,193,,,,,,,,,,
ParticleSwarm,120.0,,,,0.17,,,,,100,111,99,12,0,0,249,0.0,294,6.06,6.43,-1.34,1.34,0.27,,,,,
ParticleSwarm,64.0,,,,0.8,,,,,100,111,99,12,0,0,249,0.0,287,2.19,6.06,-0.96,0.96,0.24,,,,,
ParticleSwarm,80.0,,,,0.15,,,,,100,111,99,12,0,0,249,0.0,179,8.11,8.04,-1.84,1.84,0.7,,,,,
ParticleSwarm,164.0,,,,0.2,,,,,100,111,99,12,0,0,249,0.0,210,8.37,5.38,-0.9,0.9,0.65,,,,,
StochasticHillClimb,34.0,,,,0.36,,,,,100,111,99,12,0,0,249,0.0,260,,,,,,0.71,,0.51,,
StochasticHillClimb,3.0,,,,0.76,,,,,100,111,99,12,0,0,249,0.0,208,,,,,,1.47,,0.39,,
StochasticHillClimb,3.0,,,,0.34,,,,,100,111,99,12,0,0,249,0.0,231,,,,,,1.14,,0.76,,
StochasticHillClimb,24.0,,,,0.06,,,,,100,111,99,12,0,0,249,0.0,276,,,,,,0.77,,0.6,,
StochasticHillClimb,23.0,,,,0.49,,,,,100,111,99,12,0,0,249,0.0,277,,,,,,1.44,,0.86,,
ParticleSwarm,100.0,,,,0.53,,,,,100,111,99,12,0,0,249,0.0,299,3.86,1.58,-0.2,0.2,0.62,,,,,
SimulatedAnnealing,50.0,,,,0.86,,,,,100,111,99,12,0,0,249,0.0,311,,,,,,0.71,,0.46,152.55,0.85
SimulatedAnnealing,12.0,,,,0.01,,,,,100,111,99,12,0,0,249,4.0,1266,,,,,,1.14,,1.0,8.01,0.93
StochasticHillClimb,47.0,,,,0.9,,,,,100,111,99,12,0,0,249,0.0,244,,,,,,0.6,,0.86,,
ParticleSwarm,286.0,,,,0.91,,,,,100,111,99,12,0,0,249,0.0,177,8.76,1.17,-1.67,1.67,0.64,,,,,
SimulatedAnnealing,11.0,,,,0.94,,,,,100,111,99,12,0,0,249,15.0,400,,,,,,0.43,,0.2,129.09,0.81
SimulatedAnnealing,19.0,,,,0.37,,,,,100,111,99,12,0,0,249,0.0,356,,,,,,1.16,,0.5,5.7,0.98
MuPlusLambda,297.0,10.0,0.11,0.89,0.43,0.83,0.0,0.49,0.11,100,111,99,12,0,0,249,0.0,256,,,,,,,,,,
ParticleSwarm,12.0,,,,0.24,,,,,100,111,99,12,0,0,249,0.0,178,7.98,8.33,-1.91,1.91,0.61,,,,,
StochasticHillClimb,38.0,,,,0.19,,,,,100,111,99,12,0,0,249,0.0,294,,,,,,1.67,,0.53,,
PlantPropagation,215.0,45.0,,,0.92,,,,,100,111,99,12,0,0,249,0.0,262,,,,,,1.66,0.77,,,
SimulatedAnnealing,27.0,,,,0.76,,,,,100,111,99,12,0,0,249,0.0,316,,,,,,0.62,,0.49,148.1,0.98
StochasticHillClimb,27.0,,,,0.76,,,,,100,111,99,12,0,0,249,0.0,223,,,,,,0.59,,0.92,,
ParticleSwarm,114.0,,,,0.77,,,,,100,111,99,12,0,0,249,0.0,157,5.35,4.18,-1.55,1.55,0.5,,,,,
MuPlusLambda,174.0,208.0,0.35,0.65,0.4,0.21,0.0,1.98,0.21,100,111,99,12,0,0,249,0.0,228,,,,,,,,,,
MuPlusLambda,38.0,228.0,0.05,0.95,0.82,0.62,0.0,1.86,0.05,100,111,99,12,0,0,249,0.0,270,,,,,,,,,,
ParticleSwarm,257.0,,,,0.43,,,,,100,111,99,12,0,0,249,0.0,263,7.55,2.3,-0.87,0.87,0.47,,,,,
ParticleSwarm,67.0,,,,0.21,,,,,100,111,99,12,0,0,249,0.0,292,9.03,1.2,-0.63,0.63,0.38,,,,,
SimulatedAnnealing,28.0,,,,0.6,,,,,100,111,99,12,0,0,249,0.0,331,,,,,,1.06,,0.78,152.09,0.9
StochasticHillClimb,24.0,,,,0.01,,,,,100,111,99,12,0,0,249,0.0,280,,,,,,0.87,,0.65,,
PlantPropagation,77.0,278.0,,,0.45,,,,,100,111,99,12,0,0,249,0.0,307,,,,,,1.56,0.39,,,
ParticleSwarm,256.0,,,,0.51,,,,,100,111,99,12,0,0,249,0.0,267,5.55,1.94,-0.81,0.81,0.43,,,,,
MuPlusLambda,122.0,265.0,0.93,0.06999999999999995,0.07,0.35,0.0,0.54,0.66,100,111,99,12,0,0,249,0.0,193,,,,,,,,,,
StochasticHillClimb,48.0,,,,0.37,,,,,100,111,99,12,0,0,249,0.0,281,,,,,,0.12,,0.4,,
ParticleSwarm,115.0,,,,0.19,,,,,100,111,99,12,0,0,249,0.0,241,0.53,3.63,-1.74,1.74,0.26,,,,,
SimulatedAnnealing,20.0,,,,0.66,,,,,100,111,99,12,0,0,249,0.0,335,,,,,,1.52,,0.49,32.55,0.86
MuPlusLambda,255.0,37.0,0.62,0.38,0.92,0.35,0.0,1.9,0.88,100,111,99,12,0,0,249,0.0,214,,,,,,,,,,
SimulatedAnnealing,40.0,,,,0.03,,,,,100,111,99,12,0,0,249,0.0,321,,,,,,0.25,,0.78,99.15,0.87
StochasticHillClimb,35.0,,,,0.46,,,,,100,111,99,12,0,0,249,0.0,280,,,,,,1.13,,0.55,,
MuPlusLambda,148.0,287.0,0.26,0.74,0.49,0.17,0.0,0.62,0.27,100,111,99,12,0,0,249,0.0,239,,,,,,,,,,
ParticleSwarm,70.0,,,,0.58,,,,,100,111,99,12,0,0,249,0.0,223,1.95,6.75,-0.83,0.83,0.66,,,,,
ParticleSwarm,119.0,,,,0.79,,,,,100,111,99,12,0,0,249,0.0,151,5.59,5.25,-1.57,1.57,0.38,,,,,
MuPlusLambda,177.0,199.0,0.57,0.43000000000000005,0.7,0.63,0.0,1.89,0.55,100,111,99,12,0,0,249,0.0,235,,,,,,,,,,
MuPlusLambda,216.0,32.0,0.41,0.5900000000000001,0.41,0.89,0.0,0.97,0.95,100,111,99,12,0,0,249,0.0,227,,,,,,,,,,
ParticleSwarm,259.0,,,,0.36,,,,,100,111,99,12,0,0,249,0.0,220,7.18,2.12,-1.0,1.0,0.96,,,,,
MuPlusLambda,77.0,297.0,0.88,0.12,0.8,0.68,0.0,1.0,0.62,100,111,99,12,0,0,249,0.0,241,,,,,,,,,,
PlantPropagation,283.0,72.0,,,0.53,,,,,100,111,99,12,0,0,249,0.0,299,,,,,,0.32,0.91,,,
SimulatedAnnealing,2.0,,,,0.93,,,,,100,111,99,12,0,0,249,0.0,415,,,,,,1.66,,0.63,151.95,0.94
StochasticHillClimb,5.0,,,,0.63,,,,,100,111,99,12,0,0,249,0.0,252,,,,,,1.61,,0.92,,
ParticleSwarm,49.0,,,,0.67,,,,,100,111,99,12,0,0,249,0.0,143,5.3,9.24,-1.34,1.34,0.65,,,,,
StochasticHillClimb,5.0,,,,0.67,,,,,100,111,99,12,0,0,249,0.0,201,,,,,,0.86,,0.6,,
MuPlusLambda,297.0,131.0,0.48,0.52,0.9,0.39,0.0,0.82,0.12,100,111,99,12,0,0,249,0.0,229,,,,,,,,,,
StochasticHillClimb,15.0,,,,0.18,,,,,100,111,99,12,0,0,249,0.0,245,,,,,,1.51,,0.04,,
PlantPropagation,246.0,38.0,,,0.07,,,,,100,111,99,12,0,0,249,50.0,263,,,,,,0.46,0.96,,,
SimulatedAnnealing,23.0,,,,0.04,,,,,100,111,99,12,0,0,249,6.0,405,,,,,,0.27,,0.29,91.42,0.8
ParticleSwarm,126.0,,,,0.74,,,,,100,111,99,12,0,0,249,0.0,184,7.76,2.36,-1.59,1.59,0.77,,,,,
MuPlusLambda,122.0,189.0,0.35,0.65,0.79,0.35,0.0,1.12,0.88,100,111,99,12,0,0,249,0.0,218,,,,,,,,,,
MuPlusLambda,93.0,134.0,0.89,0.10999999999999999,0.91,0.71,0.0,0.5,0.77,100,111,99,12,0,0,249,0.0,246,,,,,,,,,,
SimulatedAnnealing,34.0,,,,0.07,,,,,100,111,99,12,0,0,249,0.0,390,,,,,,0.5,,0.47,14.59,0.94
ParticleSwarm,58.0,,,,0.42,,,,,100,111,99,12,0,0,249,0.0,172,5.22,5.66,-1.34,1.34,0.76,,,,,
