algorithm,mu,mut_prob,mut_std,temp,alpha,repair_pct,assignments,constraints,relation_constraints,resource_constraints,date_constraints,original_penalty,original_makespan,solution_penalty,solution_makespan,lambda_,cxpb,mutpb,mate_indpb,mutate_mu,mutate_sigma,mutate_indpb,mut_indpb,phi1,phi2,smin,smax,weight
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,380,397,391,6,0,18035.0,210,0.0,720,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,380,397,391,6,0,18035.0,210,972.0,205,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,298,538,522,16,0,20.0,350,0.0,546,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,298,538,522,16,0,20.0,350,0.0,505,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,298,538,522,16,0,20.0,350,0.0,508,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,298,538,522,16,0,20.0,350,126.0,323,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,298,538,522,16,0,20.0,350,0.0,364,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,308,514,495,19,0,10.0,565,0.0,658,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,308,514,495,19,0,10.0,565,0.0,595,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,308,514,495,19,0,10.0,565,0.0,523,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,308,514,495,19,0,10.0,565,0.0,716,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,308,514,495,19,0,10.0,565,45.0,466,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,222,331,330,1,0,13794.0,417,244.0,537,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,222,331,330,1,0,13794.0,417,0.0,1247,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,222,331,330,1,0,13794.0,417,3509.0,404,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,222,331,330,1,0,13794.0,417,275.0,748,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,222,331,330,1,0,13794.0,417,106.0,781,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,181,283,269,14,0,39.0,295,0.0,608,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,181,283,269,14,0,39.0,295,0.0,368,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,181,283,269,14,0,39.0,295,87.0,230,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,181,283,269,14,0,39.0,295,0.0,302,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,181,283,269,14,0,39.0,295,0.0,377,10.0,,,,,,,0.5,,,,,
PlantPropagation,200.0,,2.0,,,1.0,71,119,102,17,0,0.0,331,0.0,353,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,71,119,102,17,0,0.0,331,0.0,441,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,71,119,102,17,0,0.0,331,0.0,242,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,71,119,102,17,0,0.0,331,0.0,269,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,71,119,102,17,0,0.0,331,0.0,256,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
MuPlusLambda,200.0,,,,,0.0,201,327,324,3,0,1424.0,466,106.0,430,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,201,327,324,3,0,1424.0,466,280.0,646,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,201,327,324,3,0,1424.0,466,0.0,575,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,201,327,324,3,0,1424.0,466,0.0,791,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,201,327,324,3,0,1424.0,466,0.0,610,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,203,230,221,9,0,1289.0,321,0.0,1012,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,203,230,221,9,0,1289.0,321,0.0,464,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,203,230,221,9,0,1289.0,321,0.0,590,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,203,230,221,9,0,1289.0,321,0.0,479,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,203,230,221,9,0,1289.0,321,100.0,264,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
MuPlusLambda,200.0,,,,,0.0,472,824,818,6,0,13263.0,360,2099.0,324,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,472,824,818,6,0,13263.0,360,0.0,454,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,472,824,818,6,0,13263.0,360,0.0,546,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,472,824,818,6,0,13263.0,360,0.0,522,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,472,824,818,6,0,13263.0,360,0.0,995,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,180,305,301,4,0,146.0,361,0.0,445,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,180,305,301,4,0,146.0,361,0.0,357,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,180,305,301,4,0,146.0,361,3.0,313,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,180,305,301,4,0,146.0,361,0.0,470,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,180,305,301,4,0,146.0,361,0.0,605,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,214,402,389,13,0,0.0,385,0.0,702,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,214,402,389,13,0,0.0,385,126.0,329,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,214,402,389,13,0,0.0,385,0.0,550,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,214,402,389,13,0,0.0,385,0.0,500,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,214,402,389,13,0,0.0,385,0.0,406,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,12,20,15,5,0,0.0,126,0.0,91,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,12,20,15,5,0,0.0,126,0.0,32,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,12,20,15,5,0,0.0,126,0.0,28,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,12,20,15,5,0,0.0,126,0.0,27,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,12,20,15,5,0,0.0,126,0.0,289,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,380,702,684,18,0,0.0,506,0.0,727,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,380,702,684,18,0,0.0,506,0.0,668,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,380,702,684,18,0,0.0,506,0.0,730,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,380,702,684,18,0,0.0,506,295.0,499,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,380,702,684,18,0,0.0,506,0.0,831,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,264,454,452,2,0,14302.0,500,4028.0,505,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,264,454,452,2,0,14302.0,500,0.0,1711,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,264,454,452,2,0,14302.0,500,1370.0,839,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,264,454,452,2,0,14302.0,500,84.0,840,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,264,454,452,2,0,14302.0,500,1194.0,800,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,321,467,466,1,0,42659.0,425,22588.0,770,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,321,467,466,1,0,42659.0,425,16432.0,920,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,321,467,466,1,0,42659.0,425,22671.0,762,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,321,467,466,1,0,42659.0,425,5618.0,1951,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,321,467,466,1,0,42659.0,425,33722.0,476,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,394,443,428,15,0,2940.0,413,0.0,598,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,394,443,428,15,0,2940.0,413,63.0,512,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,394,443,428,15,0,2940.0,413,0.0,1441,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,394,443,428,15,0,2940.0,413,379.0,357,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,394,443,428,15,0,2940.0,413,0.0,472,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
ParticleSwarm,200.0,,,,,1.0,143,208,205,3,0,2509.0,229,0.0,348,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,143,208,205,3,0,2509.0,229,0.0,374,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,143,208,205,3,0,2509.0,229,0.0,811,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,143,208,205,3,0,2509.0,229,256.0,251,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,143,208,205,3,0,2509.0,229,0.0,491,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,90,135,118,17,0,0.0,409,0.0,212,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,90,135,118,17,0,0.0,409,0.0,211,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,90,135,118,17,0,0.0,409,0.0,583,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,90,135,118,17,0,0.0,409,0.0,431,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,90,135,118,17,0,0.0,409,0.0,276,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,281,484,472,12,0,40.0,581,0.0,928,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,281,484,472,12,0,40.0,581,0.0,810,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,281,484,472,12,0,40.0,581,73.0,528,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,281,484,472,12,0,40.0,581,0.0,746,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,281,484,472,12,0,40.0,581,0.0,690,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,236,274,255,19,0,56.0,294,0.0,460,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,236,274,255,19,0,56.0,294,0.0,379,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,236,274,255,19,0,56.0,294,21.0,263,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,236,274,255,19,0,56.0,294,0.0,643,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,236,274,255,19,0,56.0,294,0.0,323,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,413,694,679,15,0,1559.0,559,114.0,681,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,413,694,679,15,0,1559.0,559,0.0,769,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,413,694,679,15,0,1559.0,559,563.0,493,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,413,694,679,15,0,1559.0,559,0.0,1356,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,413,694,679,15,0,1559.0,559,0.0,724,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,347,574,572,2,0,20737.0,399,488.0,691,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,347,574,572,2,0,20737.0,399,502.0,698,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,347,574,572,2,0,20737.0,399,0.0,1708,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,347,574,572,2,0,20737.0,399,1399.0,712,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,347,574,572,2,0,20737.0,399,5717.0,419,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
MuPlusLambda,200.0,,,,,0.0,151,261,243,18,0,160.0,298,0.0,232,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,151,261,243,18,0,160.0,298,0.0,295,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,151,261,243,18,0,160.0,298,0.0,362,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,151,261,243,18,0,160.0,298,0.0,250,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,151,261,243,18,0,160.0,298,0.0,544,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,383,676,662,14,0,576.0,404,0.0,545,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,383,676,662,14,0,576.0,404,341.0,376,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,383,676,662,14,0,576.0,404,0.0,769,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,383,676,662,14,0,576.0,404,0.0,578,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,383,676,662,14,0,576.0,404,0.0,485,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
ParticleSwarm,200.0,,,,,1.0,16,31,19,12,0,0.0,141,0.0,20,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,16,31,19,12,0,0.0,141,0.0,82,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,16,31,19,12,0,0.0,141,0.0,264,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,16,31,19,12,0,0.0,141,0.0,24,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,16,31,19,12,0,0.0,141,0.0,20,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,406,437,422,15,0,1732.0,316,294.0,257,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,406,437,422,15,0,1732.0,316,0.0,445,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,406,437,422,15,0,1732.0,316,0.0,718,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,406,437,422,15,0,1732.0,316,0.0,334,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,406,437,422,15,0,1732.0,316,0.0,414,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,470,811,805,6,0,7699.0,428,0.0,1054,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,470,811,805,6,0,7699.0,428,0.0,563,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,470,811,805,6,0,7699.0,428,1463.0,370,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,470,811,805,6,0,7699.0,428,3.0,755,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,470,811,805,6,0,7699.0,428,8.0,577,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,350,402,390,12,0,3820.0,409,0.0,564,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,350,402,390,12,0,3820.0,409,0.0,669,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,350,402,390,12,0,3820.0,409,0.0,1100,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,350,402,390,12,0,3820.0,409,2.0,558,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,350,402,390,12,0,3820.0,409,480.0,363,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,15,13,12,1,0,0.0,101,0.0,32,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,15,13,12,1,0,0.0,101,0.0,36,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,15,13,12,1,0,0.0,101,0.0,30,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,15,13,12,1,0,0.0,101,0.0,57,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,15,13,12,1,0,0.0,101,0.0,160,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,485,863,853,10,0,1998.0,569,0.0,1243,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,485,863,853,10,0,1998.0,569,0.0,750,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,485,863,853,10,0,1998.0,569,877.0,545,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,485,863,853,10,0,1998.0,569,29.0,807,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,485,863,853,10,0,1998.0,569,0.0,957,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,102,152,148,4,0,0.0,418,0.0,639,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,102,152,148,4,0,0.0,418,0.0,358,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,102,152,148,4,0,0.0,418,0.0,412,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,102,152,148,4,0,0.0,418,0.0,339,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,102,152,148,4,0,0.0,418,0.0,502,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,93,143,136,7,0,683.0,220,0.0,281,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,93,143,136,7,0,683.0,220,18.0,186,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,93,143,136,7,0,683.0,220,0.0,331,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,93,143,136,7,0,683.0,220,0.0,231,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,93,143,136,7,0,683.0,220,0.0,474,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,60,88,79,9,0,0.0,243,0.0,295,10.0,,,,,,,0.5,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,60,88,79,9,0,0.0,243,0.0,204,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,60,88,79,9,0,0.0,243,0.0,399,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,60,88,79,9,0,0.0,243,0.0,178,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,60,88,79,9,0,0.0,243,0.0,160,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,365,658,641,17,0,5.0,475,0.0,612,10.0,,,,,,,0.5,,,,,
MuPlusLambda,200.0,,,,,0.0,365,658,641,17,0,5.0,475,150.0,449,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,365,658,641,17,0,5.0,475,0.0,771,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,365,658,641,17,0,5.0,475,0.0,995,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,365,658,641,17,0,5.0,475,0.0,583,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,331,584,573,11,0,2427.0,390,0.0,432,,,,,,,,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,331,584,573,11,0,2427.0,390,0.0,942,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,331,584,573,11,0,2427.0,390,4.0,514,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,331,584,573,11,0,2427.0,390,0.0,408,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,331,584,573,11,0,2427.0,390,735.0,322,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,435,499,491,8,0,13344.0,569,0.0,2400,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,435,499,491,8,0,13344.0,569,112.0,887,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,435,499,491,8,0,13344.0,569,94.0,835,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,435,499,491,8,0,13344.0,569,0.0,854,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,435,499,491,8,0,13344.0,569,980.0,498,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
MuPlusLambda,200.0,,,,,0.0,204,324,321,3,0,6213.0,273,1275.0,282,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
ParticleSwarm,200.0,,,,,1.0,204,324,321,3,0,6213.0,273,0.0,494,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
StochasticHillClimb,1.0,0.4,1.0,,,1.0,204,324,321,3,0,6213.0,273,33.0,599,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,204,324,321,3,0,6213.0,273,71.0,480,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,204,324,321,3,0,6213.0,273,0.0,1407,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,367,610,592,18,0,0.0,607,0.0,781,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,367,610,592,18,0,0.0,607,0.0,585,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,367,610,592,18,0,0.0,607,60.0,546,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,367,610,592,18,0,0.0,607,0.0,802,,,,,,,,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,367,610,592,18,0,0.0,607,0.0,634,10.0,,,,,,,0.5,,,,,
ParticleSwarm,200.0,,,,,1.0,88,151,140,11,0,0.0,396,0.0,231,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
PlantPropagation,200.0,,2.0,,,1.0,88,151,140,11,0,0.0,396,0.0,393,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,88,151,140,11,0,0.0,396,0.0,564,,,,,,,,,,,,,
MuPlusLambda,200.0,,,,,0.0,88,151,140,11,0,0.0,396,0.0,260,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,88,151,140,11,0,0.0,396,0.0,221,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,227,386,382,4,0,1498.0,304,0.0,427,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
MuPlusLambda,200.0,,,,,0.0,227,386,382,4,0,1498.0,304,362.0,258,200.0,0.5,0.5,0.5,0.0,2.0,0.5,,,,,,
PlantPropagation,200.0,,2.0,,,1.0,227,386,382,4,0,1498.0,304,0.0,458,10.0,,,,,,,0.5,,,,,
SimulatedAnnealing,1.0,0.1,1.0,100.0,0.99,1.0,227,386,382,4,0,1498.0,304,0.0,710,,,,,,,,,,,,,
StochasticHillClimb,1.0,0.4,1.0,,,1.0,227,386,382,4,0,1498.0,304,0.0,468,,,,,,,,,,,,,
ParticleSwarm,200.0,,,,,1.0,119,138,125,13,0,0.0,245,0.0,210,,,,,,,,,4.0,6.0,-2.0,2.0,1.0
